근로형태별,임금근로자,정규직,비정규직,한시적,기간제,비기간제,시간제,비전형
2007.08_상여금증감(전년동월),2.6,2.4,3.5,6.6,7.6,3.9,1,3
2007.08_시간외수당,43.4,54.3,24,34.5,35.3,32.5,2.3,12.4
2007.08_시간외수당증감(전년동월),0.9,0.4,2.3,4.8,5.7,2.3,0,2.8
2007.08_유급휴가,49.9,61.6,29,42.2,45,35.2,2.3,14.2
2007.08_유급휴가증감(전년동월),6.1,6.6,5.7,10.2,12,6.2,0.2,3.4
2007.08_퇴직급여,0,0,0,0,0,0,0,0
2007.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2008.03_상여금,55.9,71.2,27.7,40.6,48,23,4.8,17
2008.03_상여금증감(전년동월),0.2,1.7,-4,-4.5,1.4,-18.4,1.8,1.6
2008.03_시간외수당,42.7,54.9,20.1,29.2,35.1,15.2,2.7,13.5
2008.03_시간외수당증감(전년동월),-0.7,0.6,-4.3,-5.4,-0.3,-17.4,0.5,1.2
2008.03_유급휴가,51,64.6,26,38.7,46.6,19.6,2.7,16.1
2008.03_유급휴가증감(전년동월),2.9,4.7,-1.6,-1,4.3,-13.5,0.5,3.2
2008.03_퇴직급여,0,0,0,0,0,0,0,0
2008.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2008.08_상여금,56.7,71.2,28.1,41.4,45.6,30.4,3.6,14.9
2008.08_상여금증감(전년동월),0.6,1.3,-3.3,-3.7,-0.7,-11.7,0.6,-0.7
2008.08_시간외수당,42.6,53.6,20.8,30.3,33.9,21.3,2.2,11.2
2008.08_시간외수당증감(전년동월),-0.8,-0.7,-3.2,-4.2,-1.4,-11.2,-0.1,-1.2
2008.08_유급휴가,52.9,65.4,28.2,41.7,46.4,29.7,2.3,15.6
2008.08_유급휴가증감(전년동월),3,3.8,-0.8,-0.5,1.4,-5.5,0,1.4
2008.08_퇴직급여,0,0,0,0,0,0,0,0
2008.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2009.03_상여금,57.8,73.5,26.5,39.8,47.4,8.3,3.8,15
2009.03_상여금증감(전년동월),1.9,2.3,-1.2,-0.8,-0.6,-14.7,-1,-2
2009.03_시간외수당,43.2,55.1,19.6,28.8,34.8,4.1,2.4,10.9
2009.03_시간외수당증감(전년동월),0.5,0.2,-0.5,-0.4,-0.3,-11.1,-0.3,-2.6
2009.03_유급휴가,54.1,67.4,27.7,42,50.3,7.5,2.8,15.9
2009.03_유급휴가증감(전년동월),3.1,2.8,1.7,3.3,3.7,-12.1,0.1,-0.2
2009.03_퇴직급여,0,0,0,0,0,0,0,0
2009.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2009.08_상여금,61.1,77.8,29.8,42.5,46.9,24.8,8.9,19.9
2009.08_상여금증감(전년동월),4.4,6.6,1.7,1.1,1.3,-5.6,5.3,5
2009.08_시간외수당,43.4,55.6,20.5,28.5,31.6,15.8,4.9,13.3
2009.08_시간외수당증감(전년동월),0.8,2,-0.3,-1.8,-2.3,-5.5,2.7,2.1
2009.08_유급휴가,57.1,70.6,31.8,47.9,54.7,20.1,4.3,17.5
2009.08_유급휴가증감(전년동월),4.2,5.2,3.6,6.2,8.3,-9.6,2,1.9
2009.08_퇴직급여,0,0,0,0,0,0,0,0
2009.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2010.03_상여금,65.1,79.4,35.9,52.9,56.9,41.1,11.6,22.9
2010.03_상여금증감(전년동월),7.3,5.9,9.4,13.1,9.5,32.8,7.8,7.9
2010.03_시간외수당,44.8,55.5,23,34,36.7,25.9,5.6,14
2010.03_시간외수당증감(전년동월),1.6,0.4,3.4,5.2,1.9,21.8,3.2,3.1
2010.03_유급휴가,58.7,70.8,34,53.3,60.6,31.8,6.1,19.5
2010.03_유급휴가증감(전년동월),4.6,3.4,6.3,11.3,10.3,24.3,3.3,3.6
2010.03_퇴직급여,0,0,0,0,0,0,0,0
2010.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2010.08_상여금,64.7,79.3,35.5,52.3,56.2,40.3,11.2,24.2
2010.08_상여금증감(전년동월),3.6,1.5,5.7,9.8,9.3,15.5,2.3,4.3
2010.08_시간외수당,44.6,55.5,22.5,33.2,35.1,26.9,5.6,14.3
2010.08_시간외수당증감(전년동월),1.2,-0.1,2,4.7,3.5,11.1,0.7,1
2010.08_유급휴가,58.7,71.3,33.5,52.6,58.8,33.3,6,21.5
2010.08_유급휴가증감(전년동월),1.6,0.7,1.7,4.7,4.1,13.2,1.7,4
2010.08_퇴직급여,0,0,0,0,0,0,0,0
2010.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2011.03_상여금,65.4,79.7,37.3,55.1,57.6,48.3,11.2,23.4
2011.03_상여금증감(전년동월),0.3,0.3,1.4,2.2,0.7,7.2,-0.4,0.5
2011.03_시간외수당,44.5,54.7,24.4,35.2,36.3,32,6.2,15.4
2011.03_시간외수당증감(전년동월),-0.3,-0.8,1.4,1.2,-0.4,6.1,0.6,1.4
2011.03_유급휴가,57.2,69.5,33,51.2,55.8,38.8,5.2,18.8
2011.03_유급휴가증감(전년동월),-1.5,-1.3,-1,-2.1,-4.8,7,-0.9,-0.7
2011.03_퇴직급여,0,0,0,0,0,0,0,0
2011.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2011.08_상여금,65,80.4,35.4,51.7,53.5,45.6,12.3,23.5
2011.08_상여금증감(전년동월),0.3,1.1,-0.1,-0.6,-2.7,5.3,1.1,-0.7
2011.08_시간외수당,43.8,55.1,22.1,32.2,33.5,28.1,6.4,13.6
2011.08_시간외수당증감(전년동월),-0.8,-0.4,-0.4,-1,-1.6,1.2,0.8,-0.7
2011.08_유급휴가,56,69.2,30.5,47.7,52.3,31.9,5.3,17.8
2011.08_유급휴가증감(전년동월),-2.7,-2.1,-3,-4.9,-6.5,-1.4,-0.7,-3.7
2011.08_퇴직급여,0,0,0,0,0,0,0,0
2011.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2012.03_상여금,67.2,81.4,38.6,55,56.5,50.6,15,24.6
2012.03_상여금증감(전년동월),1.8,1.7,1.3,-0.1,-1.1,2.3,3.8,1.2
2012.03_시간외수당,44.8,55.3,23.7,34.7,36.1,30.6,6.6,13.5
2012.03_시간외수당증감(전년동월),0.3,0.6,-0.7,-0.5,-0.2,-1.4,0.4,-1.9
2012.03_유급휴가,56.9,69.1,32.4,50.1,54.7,36.4,6.3,18.1
2012.03_유급휴가증감(전년동월),-0.3,-0.4,-0.6,-1.1,-1.1,-2.4,1.1,-0.7
2012.03_퇴직급여,0,0,0,0,0,0,0,0
2012.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2012.08_상여금,66.8,81.8,36.5,51.7,53.6,44.4,12.8,26.3
2012.08_상여금증감(전년동월),1.8,1.4,1.1,0,0.1,-1.2,0.5,2.8
2012.08_시간외수당,45.3,56.3,23.3,33.9,35.5,27.7,6.7,14.6
2012.08_시간외수당증감(전년동월),1.5,1.2,1.2,1.7,2,-0.4,0.3,1
2012.08_유급휴가,58.2,71,32.2,49.5,53.4,34.1,6.9,19.8
2012.08_유급휴가증감(전년동월),2.2,1.8,1.7,1.8,1.1,2.2,1.6,2
2012.08_퇴직급여,0,0,0,0,0,0,0,0
2012.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2013.03_상여금,69.7,83.8,40.1,55.1,59,41.5,17.4,28.7
2013.03_상여금증감(전년동월),2.5,2.4,1.5,0.1,2.5,-9.1,2.4,4.1
2013.03_시간외수당,47.9,58.5,25.4,35.9,38.8,25.8,8.6,16.3
2013.03_시간외수당증감(전년동월),3.1,3.2,1.7,1.2,2.7,-4.8,2,2.8
2013.03_유급휴가,59.5,71.6,34,51.2,56.5,32.4,8.7,21.3
2013.03_유급휴가증감(전년동월),2.6,2.5,1.6,1.1,1.8,-4,2.4,3.2
2013.03_퇴직급여,0,0,0,0,0,0,0,0
2013.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2013.08_상여금,69.6,83.7,40.3,55.1,57.2,46.4,17.4,29.6
2013.08_상여금증감(전년동월),2.8,1.9,3.8,3.4,3.6,2,4.6,3.3
2013.08_시간외수당,47.6,58.5,25,35.5,37.5,27.2,8.9,15.6
2013.08_시간외수당증감(전년동월),2.3,2.2,1.7,1.6,2,-0.5,2.2,1
2013.08_유급휴가,60.1,73.1,33.1,49.9,54,32.8,9.1,21.3
2013.08_유급휴가증감(전년동월),1.9,2.1,0.9,0.4,0.6,-1.3,2.2,1.5
2013.08_퇴직급여,0,0,0,0,0,0,0,0
2013.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2014.03_상여금,70.5,84.6,40.5,56.3,57.1,54.1,17.3,27.5
2014.03_상여금증감(전년동월),0.8,0.8,0.4,1.2,-1.9,12.6,-0.1,-1.2
2014.03_시간외수당,47.6,58.5,24.5,35,36.4,30.4,8.8,14.6
2014.03_시간외수당증감(전년동월),-0.3,0,-0.9,-0.9,-2.4,4.6,0.2,-1.7
2014.03_유급휴가,60.4,73.4,32.7,49.7,52.9,39.4,7.9,19.8
2014.03_유급휴가증감(전년동월),0.9,1.8,-1.3,-1.5,-3.6,7,-0.8,-1.5
2014.03_퇴직급여,0,0,0,0,0,0,0,0
2014.03_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2014.08_상여금,69.5,83.6,39.8,54,55.1,49.9,16.6,29.3
2014.08_상여금증감(전년동월),-0.1,-0.1,-0.5,-1.1,-2.1,3.5,-0.8,-0.3
2014.08_시간외수당,47.8,58.9,24.4,34.6,36.4,28.5,9,15.2
2014.08_시간외수당증감(전년동월),0.2,0.4,-0.6,-0.9,-1.1,1.3,0.1,-0.4
2014.08_유급휴가,60.3,73.8,32,47.8,51.3,35.2,8.3,20.8
2014.08_유급휴가증감(전년동월),0.2,0.7,-1.1,-2.1,-2.7,2.4,-0.8,-0.5
2014.08_퇴직급여,0,0,0,0,0,0,0,0
2014.08_퇴직급여(전년동월),0,0,0,0,0,0,0,0
2015.03_상여금,70.5,84.5,40.7,55,57,48.3,19.3,29.2
2015.03_상여금증감(전년동월),0,-0.1,0.2,-1.3,-0.1,-5.8,2,1.7
2015.03_시간외수당,47.4,58.3,24,33.8,36.3,25.3,10.7,14.8
2015.03_시간외수당증감(전년동월),-0.2,-0.2,-0.5,-1.2,-0.1,-5.1,1.9,0.2
2015.03_유급휴가,60.7,73.9,32.6,49.5,53.7,35.4,8.9,21.2
2015.03_유급휴가증감(전년동월),0.3,0.5,-0.1,-0.2,0.8,-4,1,1.4
2015.03_퇴직급여,70.1,83.5,41.6,61.5,66.5,45,16.1,30.7
2015.03_퇴직급여(전년동월),1.1,1.2,0.8,0.6,2,-4.7,3,2
2015.08_상여금,70.1,85,39,52.2,54.3,44.5,17.5,28.2
2015.08_상여금증감(전년동월),0.6,1.4,-0.8,-1.8,-0.8,-5.4,0.9,-1.1
2015.08_시간외수당,47.2,58.4,23.8,33.3,35.6,24.8,9.5,14.7
2015.08_시간외수당증감(전년동월),-0.6,-0.5,-0.6,-1.3,-0.8,-3.7,0.5,-0.5
2015.08_유급휴가,60.3,73.9,31.9,47.6,52.1,31,9.4,20.2
2015.08_유급휴가증감(전년동월),0,0.1,-0.1,-0.2,0.8,-4.2,1.1,-0.6
2015.08_퇴직급여,69.9,84,40.6,59.6,63.9,43.5,14.4,30.6
2015.08_퇴직급여(전년동월),1.5,1.9,1.1,1.3,2.2,-2.8,1.2,1.9
2016.03_상여금,71.4,86.2,40,53.3,54.8,48,19.5,30.5
2016.03_상여금증감(전년동월),0.9,1.7,-0.7,-1.7,-2.2,-0.3,0.2,1.3
2016.03_시간외수당,47.9,58.7,24.9,34.6,36.9,26.5,9.9,16.8
2016.03_시간외수당증감(전년동월),0.5,0.4,0.9,0.8,0.6,1.2,-0.8,2
2016.03_유급휴가,61.5,74.9,33.1,48.8,52.2,36.5,10.2,22.5
2016.03_유급휴가증감(전년동월),0.8,1,0.5,-0.7,-1.5,1.1,1.3,1.3
2016.03_퇴직급여,71.6,85.3,42.4,60.8,64.1,48.7,17.1,33.2
2016.03_퇴직급여(전년동월),1.5,1.8,0.8,-0.7,-2.4,3.7,1,2.5
2016.08_상여금,70,85.5,38.2,52,53.2,47.3,18.2,28.4
2016.08_상여금증감(전년동월),-0.1,0.5,-0.8,-0.2,-1.1,2.8,0.7,0.2
2016.08_시간외수당,47.3,58.5,24.4,33.5,35.5,25.6,11.1,15.8
2016.08_시간외수당증감(전년동월),0.1,0.1,0.6,0.2,-0.1,0.8,1.6,1.1
2016.08_유급휴가,60.2,74.3,31.4,47.6,51.4,32.4,9.3,20.8
2016.08_유급휴가증감(전년동월),-0.1,0.4,-0.5,0,-0.7,1.4,-0.1,0.6
2016.08_퇴직급여,70.9,85.5,41,59.9,63,47.4,16.7,30.5
2016.08_퇴직급여(전년동월),1,1.5,0.4,0.3,-0.9,3.9,2.3,-0.1
2017.08_상여금,70.7,86.2,39.1,51.6,52.1,50,21.4,29.5
2017.08_상여금증감(전년동월),0.7,0.7,0.9,-0.4,-1.1,2.7,3.2,1.1
2017.08_시간외수당,47.8,59.3,24.2,33.6,34.6,30,11.3,16.3
2017.08_시간외수당증감(전년동월),0.5,0.8,-0.2,0.1,-0.9,4.4,0.2,0.5
2017.08_유급휴가,61.2,75.7,31.7,47,49.4,37.9,11.1,21.4
2017.08_유급휴가증감(전년동월),1,1.4,0.3,-0.6,-2,5.5,1.8,0.6
2017.08_퇴직급여,72.6,87.8,41.5,59.5,61.4,52.2,19.3,31.3
2017.08_퇴직급여(전년동월),1.7,2.3,0.5,-0.4,-1.6,4.8,2.6,0.8
2018.08_상여금,70.4,86.4,37.8,48.5,48.8,47.2,22.6,27.8
2018.08_상여금증감(전년동월),-0.3,0.2,-1.3,-3.1,-3.3,-2.8,1.2,-1.7
2018.08_시간외수당,48.1,59.7,24.6,32.3,33.3,28.8,13,16.8
2018.08_시간외수당증감(전년동월),0.3,0.4,0.4,-1.3,-1.3,-1.2,1.7,0.5
2018.08_유급휴가,62.8,77.9,32.1,46.1,47.8,39.8,12.7,20.8
2018.08_유급휴가증감(전년동월),1.6,2.2,0.4,-0.9,-1.6,1.9,1.6,-0.6
2018.08_퇴직급여,73.9,89.9,41.5,56.9,57.8,53.5,21.4,29.9
2018.08_퇴직급여(전년동월),1.3,2.1,0,-2.6,-3.6,1.3,2.1,-1.4
2019.08_상여금,68.8,86.4,38.2,45.7,44.6,50.2,22.4,26.6
2019.08_상여금증감(전년동월),-1.6,0,0.4,-2.8,-4.2,3,-0.2,-1.2
2019.08_시간외수당,48.2,60.9,25.9,31.9,31.6,33,15.1,15.6
2019.08_시간외수당증감(전년동월),0.1,1.2,1.3,-0.4,-1.7,4.2,2.1,-1.2
2019.08_유급휴가,62.9,80.1,33,44.4,45.7,39.3,13.3,20.2
2019.08_유급휴가증감(전년동월),0.1,2.2,0.9,-1.7,-2.1,-0.5,0.6,-0.6
2019.08_퇴직급여,74,91.7,42.9,54.5,54.4,54.9,23.7,29.5
2019.08_퇴직급여(전년동월),0.1,1.8,1.4,-2.4,-3.4,1.4,2.3,-0.4
2020.08_상여금,68.8,86.6,37.6,46,48.3,32.3,22.7,24.2
2020.08_상여금증감(전년동월),0,0.2,-0.6,0.3,3.7,-17.9,0.3,-2.4
2020.08_시간외수당,50,62.8,27.5,34,35.7,24.3,15.2,17.4
2020.08_시간외수당증감(전년동월),1.8,1.9,1.6,2.1,4.1,-8.7,0.1,1.8
2020.08_유급휴가,64.6,82.1,34.1,46.4,50.7,21.8,14.5,20.7
2020.08_유급휴가증감(전년동월),1.7,2,1.1,2,5,-17.5,1.2,0.5
2020.08_퇴직급여,73.2,91.9,40.4,53.3,57.7,27.8,21.2,25.8
2020.08_퇴직급여(전년동월),-0.8,0.2,-2.5,-1.2,3.3,-27.1,-2.5,-3.7
2021.08_상여금,67.1,86.7,35.7,43.1,45.3,28,20.9,23.1
2021.08_상여금증감(전년동월),-1.7,0.1,-1.9,-2.9,-3,-4.3,-1.8,-1.1
2021.08_시간외수당,50.6,64.9,27.6,34,35.9,20.9,14.9,17.2
2021.08_시간외수당증감(전년동월),0.6,2.1,0.1,0,0.2,-3.4,-0.3,-0.2
2021.08_유급휴가,64.7,83.3,35.1,46.9,50.8,18.7,15.9,20.5
2021.08_유급휴가증감(전년동월),0.1,1.2,1,0.5,0.1,-3.1,1.4,-0.2
2021.08_퇴직급여,74,93.5,42.7,54.6,58.4,27.4,23.8,27.5
2021.08_퇴직급여(전년동월),0.8,1.6,2.3,1.3,0.7,-0.4,2.6,1.7
2022.08_상여금,69.9,88.8,38.5,45.7,47.7,31.3,22.5,25.5
2022.08_상여금증감(전년동월),2.8,2.1,2.8,2.6,2.4,3.3,1.6,2.4
2022.08_시간외수당,53,67.5,28.9,35,36.4,25.1,16.3,16.5
2022.08_시간외수당증감(전년동월),2.4,2.6,1.3,1,0.5,4.2,1.4,-0.7
2022.08_유급휴가,66.3,84.5,35.9,47,51.1,17.3,14.7,20.8
2022.08_유급휴가증감(전년동월),1.6,1.2,0.8,0.1,0.3,-1.4,-1.2,0.3
2022.08_퇴직급여,74.9,94,43,53.9,56.9,32.7,23.4,28.2
2022.08_퇴직급여(전년동월),0.9,0.5,0.3,-0.7,-1.5,5.3,-0.4,0.7
2023.08_상여금,70.1,88.1,39.4,46.3,48,28.5,24.8,26.5
2023.08_상여금증감(전년동월),0.2,-0.7,0.9,0.6,0.3,-2.8,2.3,1
2023.08_시간외수당,54,67.8,30.5,36.3,37.6,21.5,18.4,17.8
2023.08_시간외수당증감(전년동월),1,0.3,1.6,1.3,1.2,-3.6,2.1,1.3
2023.08_유급휴가,67.7,85.6,37.2,47.9,50.8,16.3,17.8,22.2
2023.08_유급휴가증감(전년동월),1.4,1.1,1.3,0.9,-0.3,-1,3.1,1.4
2023.08_퇴직급여,76.3,94.5,45.3,55.1,57.7,26.8,28.1,30.1
2023.08_퇴직급여(전년동월),1.4,0.5,2.3,1.2,0.8,-5.9,4.7,1.9
2024.08_상여금,70.3,89,40.1,44.3,46.8,24.8,26.2,28.7
2024.08_상여금증감(전년동월),0.2,0.9,0.7,-2,-1.2,-3.7,1.4,2.2
2024.08_시간외수당,54.6,68.7,31.8,36.7,37.8,27.6,19.8,19.6
2024.08_시간외수당증감(전년동월),0.6,0.9,1.3,0.4,0.2,6.1,1.4,1.8
2024.08_유급휴가,68.5,86.9,38.7,47.6,51.1,19.2,20,23.7
2024.08_유급휴가증감(전년동월),0.8,1.3,1.5,-0.3,0.3,2.9,2.2,1.5
2024.08_퇴직급여,76.8,95.6,46.4,53.9,56.8,30.5,30.3,31.7
2024.08_퇴직급여(전년동월),0.5,1.1,1.1,-1.2,-0.9,3.7,2.2,1.6
2025.08_상여금,70.2,89,39.7,44,44.9,35,24,30.6
2025.08_상여금증감(전년동월),-0.1,0,-0.4,-0.3,-1.9,10.2,-2.2,1.9
2025.08_시간외수당,54.6,69.1,31.2,35.5,35.8,32,18.7,19.5
2025.08_시간외수당증감(전년동월),0,0.4,-0.6,-1.2,-2,4.4,-1.1,-0.1
2025.08_유급휴가,68.8,87.2,39,47.9,50,26.2,18.4,27
2025.08_유급휴가증감(전년동월),0.3,0.3,0.3,0.3,-1.1,7,-1.6,3.3
2025.08_퇴직급여,76.6,95.6,46,52.6,54.3,35,29.1,33.8
2025.08_퇴직급여(전년동월),-0.2,0,-0.4,-1.3,-2.5,4.5,-1.2,2.1
